weight,id,property_id,listing_id,parcel_number,street_address,city_name,postal_code,county_name,contract_date,sale_age,coe_date,listing_status,sale_price,rent,list_price,original_list_price,living_sqft,beds_total,baths_total,lot_size,area_id,area_text,age,year_built,latitude,longitude,latitude6,longitude6,garage_spaces,fp_count,no_of_stories,style,view,days_on_market,listing_date,sale_concessions
1,1119,923516421,AN73373435,829-304-51,2817 Valley Oak Drive,Valleybrook,93711,Madera,9/21/20,1927,10/15/20,Sold,3814000,11337,3796000,3788000,3820,5,4,13885,471,Summit Terrace,99,1926,37.718,-121.466,37.7180414,-121.4663251,2,,,Tudor,,17,9/4/20,0
1,1120,920898267,AN82202263,682-315-99,2694 Morning Star Drive,Valleybrook,93713,Madera,9/20/20,1928,9/28/20,Sold,3187000,8093,3024000,3235000,1860,4,2.5,27525,472,Mill Creek Estates,66,1961,37.723,-121.475,37.7231634,-121.4752278,2,,,,,16,9/4/20,0
1,1121,986475652,AN15668332,839-597-12,1494 Amber Hills Way,Valleybrook,93711,Madera,9/19/20,1929,10/16/20,Sold,2190000,5438,2508000,2620000,2560,4,2.5,35921,471,Summit Terrace,53,1973,37.716,-121.476,37.7156384,-121.4761981,2,,,,"Bay,Forest / Woods",1,9/18/20,0
1,1122,979783556,AN78923207,333-420-51,530 Meadow Creek Lane,Valleybrook,93712,Madera,9/18/20,1930,10/22/20,Sold,1088000,2562,1104000,1090000,1377,2,2,1245,461,Valleybrook Downtown,25,2002,37.716,-121.437,37.715789,-121.4371508,2,,,Mediterranean,,5,9/13/20,0
1,1123,991918765,AN75808087,127-489-14,524 Eucalyptus Lane,Valleybrook,93712,Madera,9/17/20,1931,10/8/20,Sold,2239000,5329,2031000,2292000,1940,4,2.5,5816,462,Riverside,117,1904,37.719,-121.42,37.719325,-121.420007,2,,,,,27,8/21/20,0
1,1124,994813972,AN38716269,165-524-62,1041 Amber Hills Way,Valleybrook,93711,Madera,9/16/20,1932,9/29/20,Sold,2970000,7668,2994000,2921000,1992,3,2.5,6006,466,Creekview Estates,102,1923,37.72,-121.448,37.7200055,-121.4477202,2,,,,,15,9/1/20,0
1,1125,913948250,AN46385523,611-777-57,1809 Pine Meadow Drive,Valleybrook,93712,Madera,9/16/20,1932,10/21/20,Sold,3001000,8581,2878000,3018000,2860,4,4,8406,466,Creekview Estates,82,1941,37.721,-121.454,37.7214087,-121.4539052,1,,,,,11,9/5/20,0
1,1126,904376489,AN31050667,672-478-25,1522 Redwood Terrace,Valleybrook,93713,Madera,9/15/20,1933,10/22/20,Sold,1041000,2298,1044000,1026000,1280,2,2,1324,461,Valleybrook Downtown,30,1995,37.717,-121.438,37.7166279,-121.43842,2,,,,,22,8/24/20,0
1,1127,962298460,AN75146916,673-546-64,1520 Acacia Court,Valleybrook,93712,Madera,9/14/20,1934,10/6/20,Sold,2643000,5852,2426000,2444000,2000,4,2,6082,466,Creekview Estates,97,1928,37.722,-121.464,37.7224828,-121.4637004,2,,,,,32,8/13/20,0
1,1128,940060760,AN24509544,593-165-53,1324 Sierra Vista Way,Valleybrook,93712,Madera,9/10/20,1938,10/9/20,Sold,3183000,8119,2869000,2907000,2450,3,3,5995,466,Creekview Estates,101,1922,37.719,-121.456,37.7193658,-121.4563359,1,,,Traditional,Neighborhood,39,8/2/20,0
1,1129,902780443,AN24768716,946-113-92,1804 Poplar Avenue,Valleybrook,93713,Madera,9/9/20,1939,10/15/20,Sold,1313000,3021,1299000,1422000,1245,2,2,1263,472,Mill Creek Estates,12,2013,37.731,-121.469,37.7307027,-121.4685433,2,,,,Neighborhood,0,9/9/20,0
1,1130,902947014,AN65531931,175-598-90,2010 Cedar Brook Court,Valleybrook,93713,Madera,9/9/20,1939,9/10/20,Sold,2870000,7921,3135000,3077000,2300,5,3,5760,470,Vista Park,76,1947,37.726,-121.464,37.7257431,-121.46441,2,,,,,32,8/8/20,0
1,1131,903586013,AN19824132,754-811-96,100 Eucalyptus Lane,Valleybrook,93713,Madera,9/7/20,1941,10/13/20,Sold,1218000,2500,1090000,1114000,1390,2,2.5,1000,461,Valleybrook Downtown,41,1980,37.714,-121.425,37.71417,-121.4248006,2,,,,,40,7/29/20,0
1,1132,961304112,AN49731424,370-575-16,1307 Bluebird Ridge Road,Valleybrook,93711,Madera,9/4/20,1944,10/9/20,Sold,2098000,5031,1716000,1702000,1338,3,1,5995,466,Creekview Estates,101,1925,37.717,-121.462,37.7167918,-121.4617627,1,,,Cottage,,28,8/7/20,0
1,1133,975672859,AN50790016,857-737-41,1266 Granite Peak Lane,Valleybrook,93712,Madera,9/1/20,1947,9/25/20,Sold,3193000,7381,2911000,2894000,2520,5,3,6014,466,Creekview Estates,97,1926,37.721,-121.453,37.7214922,-121.4529475,2,,,,,3,8/29/20,0
1,1134,999910431,AN31072888,118-455-97,1432 Amber Hills Way,Valleybrook,93713,Madera,9/1/20,1947,9/22/20,Sold,3023000,6799,2972000,2903000,2660,4,3,6093,466,Creekview Estates,97,1926,37.72,-121.461,37.7202132,-121.4614345,1,,,,,19,8/13/20,0
1,1135,924194479,AN38748452,449-884-72,1110 Quail Hollow Lane,Valleybrook,93712,Madera,8/31/20,1948,10/2/20,Sold,2552000,6482,2673000,2541000,2150,4,4,5733,465,Eastside Terrace,103,1926,37.723,-121.447,37.7231004,-121.4465655,1,,,Craftsman,Garden / Greenbelt,7,8/24/20,0
1,1136,922409388,AN59911470,229-867-44,1229 Pelican Drive,Valleybrook,93712,Madera,8/31/20,1948,10/6/20,Sold,4968000,13158,4837000,5069000,3830,4,2.5,10009,466,Creekview Estates,118,1909,37.721,-121.453,37.7209705,-121.4530506,0,,,,,1,8/30/20,0
1,1137,965345452,AN74707720,718-106-74,1350 Summit View Road,Valleybrook,93712,Madera,8/30/20,1949,9/29/20,Sold,4041000,10946,4173000,4120000,2994,5,5.5,5997,466,Creekview Estates,12,2011,37.72,-121.459,37.7197944,-121.4589083,2,,,,,34,7/27/20,0
1,1138,904791343,AN35916466,125-837-85,1470 Canyon View Court,Valleybrook,93711,Madera,8/27/20,1952,10/5/20,Sold,2707000,5776,2781000,2849000,2685,4,2.5,5798,466,Creekview Estates,27,2001,37.718,-121.465,37.7183159,-121.4652487,1,,,,,37,7/21/20,0
1,1139,956596142,AN17603772,753-207-45,296 Aspen Creek Road,Valleybrook,93713,Madera,8/27/20,1952,9/3/20,Sold,2781000,7307,2737000,2765000,2320,4,3,4684,462,Riverside,119,1907,37.721,-121.418,37.7208339,-121.4178479,2,,,,,21,8/6/20,0
1,1140,962777350,AN76538181,659-687-54,100 Sunset Ridge Road,Valleybrook,93711,Madera,8/27/20,1952,10/20/20,Sold,1489000,3568,1595000,1794000,1430,3,1,5697,462,Riverside,95,1930,37.716,-121.421,37.7162843,-121.4214725,0,,,"Bungalow,Spanish",None,37,7/21/20,0
1,1141,987234140,AN93739701,477-144-18,1595 Aspen Creek Road,Valleybrook,93712,Madera,8/26/20,1953,9/30/20,Sold,3760000,10126,3775000,3856000,3090,5,4.5,6057,466,Creekview Estates,89,1940,37.723,-121.453,37.7229556,-121.4530695,2,,,,,5,8/21/20,0
1,1142,959260945,AN60240663,721-746-13,2202 Aspen Creek Road,Valleybrook,93710,Madera,8/25/20,1954,9/22/20,Sold,4179000,11407,4402000,4503000,4555,4,5,109718,471,Summit Terrace,52,1977,37.714,-121.466,37.7142797,-121.4662266,2,,,,Forest / Woods,27,7/29/20,0
1,1143,999428744,AN99833906,386-654-90,921 Cherry Blossom Drive,Valleybrook,93712,Madera,8/25/20,1954,9/28/20,Sold,1721000,4649,1890000,1932000,1490,3,2,5010,464,Garden District,83,1941,37.724,-121.437,37.7242444,-121.4365279,1,,,,,38,7/18/20,0
1,1144,975493830,AN15633042,619-207-31,1515 Sand Piper Way,Valleybrook,93710,Madera,8/24/20,1955,9/21/20,Sold,1611000,3799,1636000,1639000,1170,2,1,5249,469,Village Square,85,1943,37.728,-121.459,37.7282752,-121.4588457,1,,,Traditional,None,14,8/10/20,0
1,1145,992628429,AN79174131,718-785-23,1521 Ridgeline Drive,Valleybrook,93711,Madera,8/22/20,1957,9/22/20,Sold,1619000,4530,1641000,1594000,1190,2,1,5229,469,Madera County,82,1943,37.728,-121.459,37.7282752,-121.4588457,1,,Split Level,Traditional,Other,15,8/7/20,0
1,1146,932465073,AN33740148,572-612-92,2808 Vineyard Way,Valleybrook,93713,Madera,8/22/20,1957,9/21/20,Sold,2564000,5441,2591000,2549000,2170,3,2,7966,472,Mill Creek Estates,68,1956,37.721,-121.476,37.7210287,-121.4755565,2,,,,,40,7/13/20,0
1,1147,947699801,AN66506603,592-842-89,1548 Hillcrest Avenue,Valleybrook,93712,Madera,8/21/20,1958,9/25/20,Sold,2392000,6699,2450000,2532000,2750,5,3,6882,471,Summit Terrace,66,1961,37.715,-121.478,37.7146371,-121.4783178,2,,,,,17,8/4/20,0
1,1148,998454691,AN94103363,178-844-19,1341 Ironwood Avenue,Valleybrook,93712,Madera,8/19/20,1960,9/25/20,Sold,2661000,6768,2499000,2467000,2330,5,2,6012,466,Creekview Estates,98,1930,37.72,-121.458,37.7196139,-121.457803,2,,,,,31,7/19/20,0
1,1149,938189707,AN99512805,903-934-83,1525 Sage Brush Road,Valleybrook,93712,Madera,8/19/20,1960,9/18/20,Sold,1748000,4502,1701000,1681000,1370,3,2,5119,469,Village Square,86,1941,37.73,-121.457,37.7296026,-121.4567717,1,,,,,34,7/16/20,0
1,1150,935769504,AN62669959,173-656-70,1411 Mariposa Avenue,Valleybrook,93710,Madera,8/14/20,1965,9/29/20,Sold,4316000,10026,4493000,4323000,3580,5,3.5,11555,466,Creekview Estates,104,1918,37.719,-121.462,37.7188639,-121.4618534,2,,,Custom,Neighborhood,40,7/5/20,0
1,1151,937294047,AN37146258,838-284-63,740 Eucalyptus Lane,Valleybrook,93713,Madera,8/13/20,1966,9/9/20,Sold,1774000,4423,1645000,1681000,1130,2,1.5,5240,465,Eastside Terrace,113,1912,37.719,-121.437,37.7190742,-121.4373407,1,,,Craftsman,Neighborhood,8,8/5/20,0
1,1152,997080717,AN81126909,310-351-37,100 Stonegate Drive,Valleybrook,93711,Madera,8/11/20,1968,8/18/20,Sold,4444000,9638,4507000,4610000,7180,6,4.5,20875,472,Mill Creek Estates,38,1990,37.721,-121.472,37.7206419,-121.4722028,4,,,,"Bay,Bridge ,City Lights",38,7/4/20,0
1,1153,929449560,AN48023482,357-297-14,1464 Valley Oak Drive,Valleybrook,93712,Madera,8/3/20,1976,8/3/20,Sold,3934000,11153,4290000,4514000,3263,4,3.5,7011,466,Creekview Estates,3,2018,37.726,-121.458,37.7262834,-121.4578314,2,,,Craftsman,"Hills,Neighborhood",8,7/26/20,0
1,1154,975065432,AN96541691,350-129-25,1504 Meadowlark Drive,Valleybrook,93711,Madera,8/1/20,1978,8/10/20,Sold,1041000,2310,1060000,1026000,1303,2,2,1362,460,Central Park,48,1980,37.714,-121.431,37.7136721,-121.4311025,1,,,,None,9,7/23/20,0
1,1155,999454608,AN65289687,275-203-64,967 Birch Lane,Valleybrook,93711,Madera,8/1/20,1978,8/31/20,Sold,2290000,5843,2418000,2511000,3500,4,3,5739,465,Eastside Terrace,100,1929,37.722,-121.443,37.7220578,-121.4431594,2,,,,,30,7/2/20,0
1,1156,918536762,AN51473062,805-822-77,1433 Boulder Creek Drive,Valleybrook,93711,Madera,7/31/20,1979,8/21/20,Sold,3535000,7147,3560000,3663000,3150,5,3,6028,466,Creekview Estates,108,1916,37.724,-121.458,37.7244941,-121.4575143,1,,,,Neighborhood,37,6/24/20,0
1,1157,960300178,AN45527500,407-767-14,721 Silver Leaf Way,Valleybrook,93711,Madera,7/31/20,1979,8/25/20,Sold,1773000,4968,1540000,1532000,1430,2,1,6448,465,Eastside Terrace,98,1927,37.718,-121.439,37.7182801,-121.438721,1,,,Bungalow,Neighborhood,1,7/30/20,0
1,1158,921197304,AN46745629,743-650-47,1616 Granite Peak Lane,Valleybrook,93711,Madera,7/30/20,1980,8/14/20,Sold,3540000,10239,3263000,3396000,3030,4,3,6597,466,Creekview Estates,14,2014,37.723,-121.466,37.7234297,-121.4657104,1,,,,,1,7/29/20,0
1,1159,974077101,AN82937948,486-566-51,1100 Summit View Road,Valleybrook,93712,Madera,7/24/20,1986,8/14/20,Sold,2238000,5064,2248000,2348000,1730,3,3,5986,466,Creekview Estates,106,1918,37.721,-121.448,37.7207035,-121.4479464,1,,,Spanish,,23,7/1/20,0
1,1160,964153249,AN44263710,620-214-68,2909 Buckeye Drive,Valleybrook,93712,Madera,7/22/20,1988,9/3/20,Sold,2476000,6096,2507000,2513000,2080,4,2,8207,472,Mill Creek Estates,62,1963,37.722,-121.481,37.7224757,-121.4812228,2,,,Eichler,"Bay,Other",25,6/27/20,0
1,1161,997596276,AN52824042,561-466-71,398 Summit View Road,Valleybrook,93712,Madera,7/22/20,1988,8/12/20,Sold,1712000,4777,1655000,1674000,1140,2,1,4991,463,Grove Manor,83,1943,37.723,-121.424,37.7234654,-121.4236062,1,,,,Neighborhood,10,7/12/20,0
1,1162,979731181,AN69874989,281-991-70,1316 Fox Run Court,Valleybrook,93713,Madera,7/21/20,1989,7/28/20,Sold,3242000,7497,3367000,3329000,2542,4,4.5,5396,467,Heritage Gate,5,2018,37.726,-121.45,37.7260699,-121.450398,2,,,,,40,6/11/20,0
1,1163,963596407,AN88270257,101-600-41,2119 Ironwood Avenue,Valleybrook,93712,Madera,7/21/20,1989,8/24/20,Sold,2146000,4628,1929000,1926000,1480,2,1,11505,470,Vista Park,78,1951,37.725,-121.465,37.7247294,-121.4652838,1,,,,,1,7/20/20,0
1,1164,964250209,AN98259272,225-772-19,2242 Foothill Drive,Valleybrook,93713,Madera,7/20/20,1990,8/21/20,Sold,1935000,5786,2047000,2149000,1600,3,2,6430,470,Vista Park,76,1950,37.725,-121.469,37.7248975,-121.4686307,2,,,Ranch,Neighborhood,34,6/16/20,0
1,1165,993333735,AN91125155,535-738-33,1476 Redwood Terrace,Valleybrook,93713,Madera,7/18/20,1992,8/18/20,Sold,3690000,8310,3673000,3873000,2990,4,4.5,5998,466,Creekview Estates,21,2002,37.725,-121.459,37.7247551,-121.4587604,2,,,,,9,7/9/20,0
1,1166,941852500,AN70937796,771-257-74,2107 Foothill Drive,Valleybrook,93712,Madera,7/18/20,1992,7/28/20,Sold,3320000,9694,3227000,3383000,2413,4,3.5,4890,466,Creekview Estates,101,1928,37.717,-121.451,37.7170986,-121.4513015,1,,,,,31,6/17/20,0
1,1167,940841111,AN24771325,375-472-45,1733 Ivy Glen Lane,Valleybrook,93710,Madera,7/17/20,1993,8/7/20,Sold,2161000,5706,1975000,1920000,1460,2,2,5486,470,Vista Park,75,1946,37.727,-121.462,37.7267831,-121.4624034,2,,,Traditional,Neighborhood,34,6/13/20,0
1,1168,989593195,AN46747243,126-606-38,3071 Robin Lane,Valleybrook,93711,Madera,7/16/20,1994,8/11/20,Sold,3085000,9114,2881000,2757000,2110,4,2,15014,472,Mill Creek Estates,60,1963,37.715,-121.479,37.7153501,-121.4791503,2,,,,,22,6/24/20,0
1,1169,955034115,AN13209180,338-654-54,1277 Sycamore Terrace,Valleybrook,93710,Madera,7/14/20,1996,8/3/20,Sold,3509000,8825,3632000,3761000,2730,4,4.5,5970,466,Creekview Estates,21,2005,37.722,-121.452,37.7224576,-121.4520928,2,,,,,20,6/24/20,0
1,1170,957524179,AN26650628,206-249-43,2814 Kingfisher Court,Valleybrook,93713,Madera,7/12/20,1998,8/7/20,Sold,2996000,8378,3012000,3050000,2765,3,3,8000,472,Mill Creek Estates,67,1959,37.72,-121.476,37.7198775,-121.4757751,2,,,,"Bay,City Lights,Water",35,6/7/20,0
1,1171,943298644,AN65003032,756-429-24,1431 Wild Rose Way,Valleybrook,93712,Madera,7/8/20,2002,7/9/20,Sold,2927000,6043,3029000,2918000,2453,4,2,5988,466,Creekview Estates,98,1924,37.724,-121.458,37.7236621,-121.4578277,2,,,,,5,7/3/20,0
1,1172,951212562,AN48255801,965-775-98,100 Stonegate Drive,Valleybrook,93713,Madera,7/7/20,2003,7/7/20,Sold,2664000,6695,2656000,2667000,2440,4,3,5582,462,Riverside,96,1925,37.719,-121.418,37.719115,-121.4179304,1,,,,,20,6/17/20,0
1,1173,974011044,AN74259620,232-377-15,2214 Hillcrest Avenue,Valleybrook,93710,Madera,7/6/20,2004,8/7/20,Sold,2519000,6236,2494000,2454000,2160,4,2.5,5093,466,Creekview Estates,102,1924,37.722,-121.461,37.7215595,-121.4613384,1,,,Tudor,,0,7/6/20,0
1,1174,995236792,AN78020910,513-238-77,1316 Aspen Creek Road,Valleybrook,93712,Madera,7/2/20,2008,7/10/20,Sold,3886000,9311,3688000,3926000,2980,5,4,5973,467,Heritage Gate,4,2018,37.725,-121.452,37.7249342,-121.4516302,2,,,Spanish,Neighborhood,21,6/11/20,0
1,1175,923231136,AN98934311,785-179-83,1468 Quail Hollow Lane,Valleybrook,93711,Madera,6/30/20,2010,6/30/20,Sold,4234000,9233,4054000,4174000,3011,4,3.5,6018,466,Creekview Estates,10,2014,37.725,-121.458,37.7245971,-121.4584781,1,,,,,3,6/27/20,0
1,1176,964103912,AN50318100,252-230-97,1536 Canyon View Court,Valleybrook,93710,Madera,6/29/20,2011,8/19/20,Sold,3571000,9502,3560000,3494000,3245,4,4.5,7112,467,Heritage Gate,98,1927,37.728,-121.458,37.7278766,-121.4581338,1,,,Tudor,,33,5/27/20,0
1,1177,924410491,AN61676160,461-426-73,1788 Robin Lane,Valleybrook,93711,Madera,6/29/20,2011,7/20/20,Sold,2608000,6911,2528000,2486000,2010,3,2,7223,472,Mill Creek Estates,67,1958,37.725,-121.474,37.7253874,-121.4735671,2,,,,,4,6/25/20,0
1,1178,964019136,AN10791358,460-405-59,1028 Mariposa Avenue,Valleybrook,93713,Madera,6/28/20,2012,7/2/20,Sold,3482000,7628,3338000,3234000,2804,4,3.5,6016,466,Creekview Estates,99,1926,37.72,-121.447,37.7203871,-121.4473823,1,,,"Contemporary,Spanish",Neighborhood,12,6/16/20,0
1,1179,914879094,AN77085942,711-648-12,1143 Birch Lane,Valleybrook,93710,Madera,6/26/20,2014,7/30/20,Sold,2384000,5584,2298000,2318000,1685,3,2,5954,467,Heritage Gate,95,1930,37.729,-121.456,37.7285992,-121.4563447,1,,,,,35,5/22/20,0
1,1180,935792181,AN21181158,560-787-20,100 Osprey Way,Valleybrook,93712,Madera,6/26/20,2014,8/4/20,Sold,2317000,6003,2345000,2450000,2290,4,3,11725,471,Summit Terrace,66,1956,37.709,-121.473,37.7085918,-121.4733173,2,,,Traditional,Neighborhood,37,5/20/20,0
1,1181,964549616,AN47073335,243-511-25,100 Falcon Ridge Drive,Valleybrook,93710,Madera,6/25/20,2015,7/24/20,Sold,3649000,7768,3769000,3789000,3175,5,4,15720,472,Mill Creek Estates,67,1957,37.721,-121.472,37.7214155,-121.4720913,2,,,Ranch,Bay,6,6/19/20,0
1,1182,915799382,AN55828977,577-681-99,2670 Hillcrest Avenue,Valleybrook,93712,Madera,6/23/20,2017,7/23/20,Sold,3769000,7938,4052000,4290000,4440,4,3.5,14888,471,Summit Terrace,70,1952,37.712,-121.467,37.7122198,-121.467434,2,,,"Contemporary,Traditional","Bay,City Lights,Greenbelt",8,6/15/20,0
1,1183,953690013,AN69020451,495-447-33,1115 Cedar Brook Court,Valleybrook,93713,Madera,6/22/20,2018,7/23/20,Sold,2449000,6420,2498000,2695000,2400,3,2,5994,466,Creekview Estates,75,1949,37.719,-121.451,37.7186178,-121.4506376,2,,,Traditional,Neighborhood,1,6/21/20,0
1,1184,956867700,AN56241881,817-165-79,100 Birch Lane,Valleybrook,93710,Madera,6/22/20,2018,7/20/20,Sold,1287000,3008,1333000,1314000,1352,2,2.5,1000,461,Valleybrook Downtown,43,1983,37.714,-121.429,37.7137224,-121.429176,2,,,,Neighborhood,8,6/14/20,0
1,1185,906437523,AN32917330,425-869-59,1685 Golden Eagle Lane,Valleybrook,93710,Madera,6/22/20,2018,7/17/20,Sold,3725000,10591,3868000,4041000,2785,4,4.5,8034,472,Mill Creek Estates,62,1966,37.717,-121.482,37.7172237,-121.4819357,2,,,,Bay,23,5/30/20,0
1,1186,917152188,AN99941500,819-948-97,1136 Primrose Lane,Valleybrook,93712,Madera,6/19/20,2021,7/21/20,Sold,2946000,7052,3117000,3228000,2830,4,3.5,5915,467,Heritage Gate,94,1929,37.729,-121.457,37.7289816,-121.4567208,1,,,,,31,5/19/20,0
1,1187,905731027,AN57364760,519-576-69,415 Golden Eagle Lane,Valleybrook,93711,Madera,6/19/20,2021,8/12/20,Sold,6679000,17433,7119000,7490000,5484,9,7.5,19087,460,Central Park,88,1939,37.713,-121.436,37.712555,-121.4359972,3,,,,,36,5/14/20,0
1,1188,985476210,AN46748299,255-897-34,136 Willow Springs Drive,Valleybrook,93713,Madera,6/17/20,2023,7/22/20,Sold,2832000,7426,2924000,3027000,3220,4,3,6014,462,Riverside,113,1914,37.723,-121.417,37.7228829,-121.416878,2,,,,,17,5/31/20,0
1,1189,983932889,AN69922335,692-227-20,1543 Robin Lane,Valleybrook,93710,Madera,6/17/20,2023,6/24/20,Sold,2401000,4820,2563000,2482000,1860,3,2.5,6092,466,Creekview Estates,95,1929,37.723,-121.465,37.7234011,-121.4645776,2,,,,,35,5/13/20,0
1,1190,971209329,AN10937251,770-799-42,411 Heron Point Road,Valleybrook,93711,Madera,6/17/20,2023,6/29/20,Sold,3059000,8063,2738000,2721000,2370,4,3.5,4980,463,Grove Manor,87,1938,37.722,-121.425,37.7220531,-121.4252589,0,,,Country English,"Hills,Neighborhood",5,6/12/20,0
1,1191,984914383,AN16705248,414-940-22,1476 Blue Jay Way,Valleybrook,93711,Madera,6/16/20,2024,6/26/20,Sold,2653000,7259,2534000,2599000,2541,4,3,6971,466,Creekview Estates,107,1921,37.726,-121.458,37.7264415,-121.4581137,1,,,,,2,6/14/20,0
1,1192,979715138,AN16437132,777-210-93,1318 Laurel Canyon Drive,Valleybrook,93710,Madera,6/15/20,2025,7/13/20,Sold,3673000,9883,3696000,3711000,2410,4,3,5993,466,Creekview Estates,98,1927,37.718,-121.46,37.7184448,-121.4600966,2,,,"Farm House,Traditional",,36,5/10/20,0
1,1193,960603852,AN12423190,720-941-16,852 Creekside Court,Valleybrook,93712,Madera,6/15/20,2025,7/14/20,Sold,3566000,9313,3799000,4018000,3104,4,4.5,6824,465,Eastside Terrace,5,2022,37.721,-121.44,37.7212836,-121.4396396,2,,,Farm House,Neighborhood,40,5/6/20,0
1,1194,993859992,AN31715773,202-319-75,143 Boulder Creek Drive,Valleybrook,93713,Madera,6/11/20,2029,7/15/20,Sold,1887000,5652,1880000,2004000,1390,3,1.5,5741,462,Riverside,120,1904,37.721,-121.42,37.7210415,-121.4195193,1,,,,,5,6/6/20,0
1,1195,901361006,AN33981630,775-680-90,2001 Rolling Hills Lane,Valleybrook,93712,Madera,6/11/20,2029,6/26/20,Sold,2295000,5791,2284000,2417000,1980,3,2,5442,470,Vista Park,74,1955,37.727,-121.466,37.7267751,-121.4663369,2,,,,,7,6/4/20,0
1,1196,918176954,AN96104027,846-761-63,109 Rolling Hills Lane,Valleybrook,93711,Madera,6/7/20,2033,6/26/20,Sold,1191000,3181,1277000,1244000,1380,2,2.5,1000,461,Valleybrook Downtown,41,1984,37.714,-121.429,37.7136478,-121.4293883,2,,,,,36,5/2/20,0
1,1197,937991562,AN61091554,577-646-93,1205 Aspen Creek Road,Valleybrook,93712,Madera,6/6/20,2034,6/18/20,Sold,3347000,7761,3399000,3633000,2970,5,4.5,6004,466,Creekview Estates,27,1997,37.719,-121.452,37.7194879,-121.4521892,2,,,Contemporary,Neighborhood,13,5/24/20,0
1,1198,947135617,AN38595818,743-866-29,1231 Wild Rose Way,Valleybrook,93713,Madera,6/6/20,2034,8/12/20,Sold,2573000,7026,2568000,2641000,2520,5,3,5976,466,Creekview Estates,60,1962,37.721,-121.452,37.720636,-121.4524391,2,,,Contemporary,,8,5/29/20,0
1,1199,966543529,AN31895055,283-167-65,2831 Boulder Creek Drive,Valleybrook,93713,Madera,6/1/20,2039,7/1/20,Sold,3663000,9966,3707000,3882000,2965,4,4.5,7710,472,Mill Creek Estates,61,1962,37.723,-121.478,37.7232167,-121.4784697,2,,,,,28,5/4/20,0
1,1200,926665991,AN57504552,638-715-29,100 Laurel Canyon Drive,Valleybrook,93710,Madera,5/30/20,2041,6/23/20,Sold,2570000,5930,2704000,2907000,2568,4,4,7492,462,Riverside,121,1905,37.718,-121.421,37.7177401,-121.4207353,2,,,,,35,4/25/20,0
1,1201,905314034,AN58784400,979-393-61,1823 Tanager Way,Valleybrook,93713,Madera,5/24/20,2047,6/12/20,Sold,2327000,5581,2607000,2616000,2070,3,2,9358,472,Mill Creek Estates,63,1966,37.722,-121.48,37.7221329,-121.4801872,2,,,Ranch,Bay,1,5/23/20,0
1,1202,914038805,AN74800099,890-944-74,731 Bluebird Ridge Road,Valleybrook,93710,Madera,5/21/20,2050,6/22/20,Sold,1620000,3766,1761000,1818000,1370,3,2,5002,462,Riverside,100,1928,37.718,-121.422,37.7176363,-121.4215387,1,,,,,21,4/30/20,0
1,1203,904994527,AN50851122,604-218-22,130 Sparrow Creek Road,Valleybrook,93710,Madera,5/20/20,2051,6/17/20,Sold,1378000,3614,1471000,1485000,1740,2,2,1982,461,Valleybrook Downtown,51,1977,37.714,-121.427,37.7144205,-121.4270814,2,,,,,5,5/15/20,0
1,1204,940641125,AN93013580,932-731-56,1522 Sierra Vista Way,Valleybrook,93713,Madera,5/20/20,2051,6/18/20,Sold,4046000,8332,4202000,4131000,3000,4,3,5973,466,Creekview Estates,12,2011,37.724,-121.462,37.7235996,-121.4621116,1,,,English,Neighborhood,37,4/13/20,0
1,1205,921516757,AN46613428,560-625-28,1116 Willow Springs Drive,Valleybrook,93710,Madera,5/19/20,2052,5/27/20,Sold,1887000,4055,1656000,1740000,1210,2,2.5,5416,467,Heritage Gate,103,1921,37.726,-121.451,37.7264407,-121.4507316,0,,,,,6,5/13/20,0
1,1206,976491124,AN40596967,635-846-45,1533 Juniper Ridge Road,Valleybrook,93712,Madera,5/17/20,2054,6/18/20,Sold,2748000,5605,2829000,2882000,2140,4,2.5,6014,460,Central Park,107,1920,37.711,-121.429,37.711459,-121.4286322,1,,,,,34,4/13/20,0
1,1207,958857308,AN74532898,947-843-17,2834 Tanager Way,Valleybrook,93710,Madera,5/17/20,2054,6/11/20,Sold,2583000,6454,2473000,2536000,2020,3,2,9725,472,Mill Creek Estates,68,1960,37.72,-121.475,37.7199309,-121.4748222,2,,,,Bay,24,4/23/20,0
1,1208,958294586,AN74450415,396-388-72,1705 Cedar Brook Court,Valleybrook,93710,Madera,5/16/20,2055,6/16/20,Sold,2535000,5791,2484000,2513000,1845,3,2,6996,466,Creekview Estates,101,1923,37.722,-121.454,37.7220874,-121.4536466,2,,,,,35,4/11/20,0
1,1209,963560289,AN99853245,217-677-37,127 Stonegate Drive,Valleybrook,93711,Madera,5/13/20,2058,6/10/20,Sold,1028000,2489,1051000,1059000,1173,2,2,1103,460,Central Park,23,1999,37.713,-121.429,37.7131193,-121.4291016,2,,,,,32,4/11/20,0
1,1210,942127291,AN57451057,323-687-44,1404 Sparrow Creek Road,Valleybrook,93713,Madera,5/13/20,2058,6/8/20,Sold,1509000,3962,1500000,1516000,1557,2,2.5,1000,467,Heritage Gate,25,1998,37.726,-121.454,37.7255199,-121.4542465,2,,,,,23,4/20/20,0
